Date,Open,High,Low,Close,Adj Close,Volume
2022-06-15,6875.000000,6975.000000,6700.000000,6900.000000,6610.801758,9268400
2022-06-16,6950.000000,6975.000000,6825.000000,6900.000000,6610.801758,9092600
2022-06-17,6850.000000,6900.000000,6725.000000,6825.000000,6538.945313,6241400
2022-06-20,6875.000000,7125.000000,6750.000000,7100.000000,6802.418945,11256500
2022-06-21,7200.000000,7250.000000,7125.000000,7150.000000,6850.323730,12640500
2022-06-22,7175.000000,7250.000000,7075.000000,7150.000000,6850.323730,9874600
2022-06-23,7150.000000,7350.000000,7000.000000,7300.000000,6994.036621,13630300
2022-06-24,7375.000000,7650.000000,7325.000000,7625.000000,7305.415039,38748300
2022-06-27,7675.000000,7700.000000,7275.000000,7325.000000,7017.988770,15507900
2022-06-28,7325.000000,7350.000000,7100.000000,7100.000000,6802.418945,16774200
2022-06-29,7100.000000,7350.000000,7050.000000,7300.000000,6994.036621,13734100
2022-06-30,7325.000000,7375.000000,7125.000000,7125.000000,6826.371582,7671700
2022-07-01,7125.000000,7150.000000,6850.000000,6875.000000,6586.849609,8016600
2022-07-04,6875.000000,6875.000000,6600.000000,6800.000000,6514.993164,9427200
2022-07-05,6800.000000,6900.000000,6700.000000,6700.000000,6419.184082,5651100
2022-07-06,6700.000000,6800.000000,6500.000000,6725.000000,6443.136230,11507100
2022-07-07,6750.000000,6775.000000,6550.000000,6625.000000,6347.327637,6208600
2022-07-08,6650.000000,6700.000000,6575.000000,6675.000000,6395.231934,5363900
2022-07-11,6600.000000,6625.000000,6500.000000,6500.000000,6227.566895,10779400
2022-07-12,6500.000000,6550.000000,6350.000000,6400.000000,6131.758301,12486700
2022-07-13,6400.000000,6525.000000,6325.000000,6400.000000,6131.758301,11222000
2022-07-14,6400.000000,6525.000000,6350.000000,6525.000000,6251.519043,9163000
2022-07-15,6525.000000,6600.000000,6375.000000,6375.000000,6107.806152,8209600
2022-07-18,6500.000000,6500.000000,6425.000000,6500.000000,6227.566895,4211100
2022-07-19,6525.000000,6600.000000,6450.000000,6550.000000,6275.471191,5913800
2022-07-20,6600.000000,6600.000000,6500.000000,6500.000000,6227.566895,9570000
2022-07-21,6500.000000,6550.000000,6425.000000,6525.000000,6251.519043,10755200
2022-07-22,6575.000000,6575.000000,6525.000000,6525.000000,6251.519043,3444800
2022-07-25,6525.000000,6550.000000,6475.000000,6500.000000,6227.566895,3559700
2022-07-26,6525.000000,6575.000000,6425.000000,6575.000000,6299.423340,6877600
2022-07-27,6550.000000,6575.000000,6375.000000,6425.000000,6155.710449,10054800
2022-07-28,6475.000000,6525.000000,6425.000000,6425.000000,6155.710449,10797300
2022-07-29,6475.000000,6575.000000,6450.000000,6525.000000,6251.519043,6994400
2022-08-01,6550.000000,6575.000000,6375.000000,6450.000000,6179.662598,12254100
2022-08-02,6475.000000,6475.000000,6350.000000,6450.000000,6179.662598,5380700
2022-08-03,6500.000000,6525.000000,6425.000000,6475.000000,6203.614746,6257000
2022-08-04,6475.000000,6775.000000,6475.000000,6750.000000,6467.088867,28822900
2022-08-05,6800.000000,6825.000000,6700.000000,6800.000000,6514.993164,9548900
2022-08-08,6850.000000,7025.000000,6825.000000,7000.000000,6706.610352,15503100
2022-08-09,7025.000000,7050.000000,6900.000000,6950.000000,6658.706055,8244100
2022-08-10,6950.000000,7000.000000,6825.000000,7000.000000,6706.610352,7153900
2022-08-11,7025.000000,7050.000000,6925.000000,6925.000000,6634.753906,5281900
2022-08-12,6900.000000,7125.000000,6875.000000,7025.000000,6730.562500,11249700
2022-08-15,7050.000000,7075.000000,6900.000000,6925.000000,6634.753906,4787600
2022-08-16,6950.000000,6975.000000,6850.000000,6875.000000,6586.849609,5847100
2022-08-18,6875.000000,7025.000000,6775.000000,6825.000000,6538.945313,7058900
2022-08-19,6750.000000,6800.000000,6575.000000,6575.000000,6299.423340,15674400
2022-08-22,6575.000000,6675.000000,6550.000000,6600.000000,6323.375488,7930000
2022-08-23,6675.000000,6775.000000,6600.000000,6675.000000,6395.231934,10730700
2022-08-24,6700.000000,6825.000000,6550.000000,6575.000000,6299.423340,12329700
2022-08-25,6575.000000,6625.000000,6525.000000,6550.000000,6275.471191,8038800
2022-08-26,6575.000000,6625.000000,6500.000000,6550.000000,6275.471191,7285300
2022-08-29,6450.000000,6525.000000,6375.000000,6525.000000,6251.519043,5991200
2022-08-30,6525.000000,6650.000000,6500.000000,6550.000000,6275.471191,5461400
2022-08-31,6575.000000,6650.000000,6525.000000,6600.000000,6323.375488,11935700
2022-09-01,6600.000000,6625.000000,6425.000000,6450.000000,6179.662598,8280200
2022-09-02,6450.000000,6500.000000,6400.000000,6425.000000,6155.710449,12577300
2022-09-05,6400.000000,6575.000000,6375.000000,6525.000000,6251.519043,8572600
2022-09-06,6550.000000,6575.000000,6450.000000,6525.000000,6251.519043,6131200
2022-09-07,6500.000000,6550.000000,6450.000000,6550.000000,6275.471191,5487500
2022-09-08,6575.000000,6725.000000,6525.000000,6550.000000,6275.471191,14571100
2022-09-09,6575.000000,6625.000000,6525.000000,6600.000000,6323.375488,6050800
2022-09-12,6625.000000,6650.000000,6525.000000,6625.000000,6347.327637,5831700
2022-09-13,6650.000000,6750.000000,6600.000000,6725.000000,6443.136230,7819200
2022-09-14,6600.000000,6650.000000,6575.000000,6650.000000,6371.279785,6500900
2022-09-15,6700.000000,6750.000000,6625.000000,6625.000000,6347.327637,12901000
2022-09-16,6650.000000,6900.000000,6575.000000,6875.000000,6586.849609,24167800
2022-09-19,6875.000000,7025.000000,6825.000000,7000.000000,6706.610352,21359600
2022-09-20,7025.000000,7350.000000,6950.000000,7200.000000,6898.228027,30314000
2022-09-21,7250.000000,7350.000000,7200.000000,7200.000000,6898.228027,19705700
2022-09-22,7175.000000,7325.000000,7050.000000,7275.000000,6970.084473,10189000
2022-09-23,7275.000000,7450.000000,7250.000000,7425.000000,7113.797363,14863400
2022-09-26,7400.000000,7475.000000,7250.000000,7425.000000,7113.797363,19429500
2022-09-27,7425.000000,7525.000000,7350.000000,7500.000000,7185.653809,12790100
2022-09-28,7500.000000,7550.000000,7350.000000,7400.000000,7089.845215,13241400
2022-09-29,7425.000000,7550.000000,7250.000000,7500.000000,7185.653809,17958300
2022-09-30,7475.000000,7525.000000,7350.000000,7475.000000,7161.701660,14799300
2022-10-03,7400.000000,7500.000000,7325.000000,7450.000000,7137.749512,6550100
2022-10-04,7500.000000,7525.000000,7425.000000,7450.000000,7137.749512,7700200
2022-10-05,7450.000000,7525.000000,7325.000000,7325.000000,7017.988770,5447900
2022-10-06,7350.000000,7425.000000,7275.000000,7325.000000,7017.988770,11407800
2022-10-07,7325.000000,7400.000000,7150.000000,7225.000000,6922.180176,6120300
2022-10-10,7100.000000,7400.000000,7100.000000,7350.000000,7041.940918,6749600
2022-10-11,7400.000000,7575.000000,7250.000000,7525.000000,7209.606445,11953200
2022-10-12,7525.000000,7600.000000,7325.000000,7500.000000,7185.653809,12726600
2022-10-13,7500.000000,7525.000000,7350.000000,7350.000000,7041.940918,4795700
2022-10-14,7400.000000,7475.000000,7200.000000,7200.000000,6898.228027,6307300
2022-10-17,7175.000000,7500.000000,7125.000000,7500.000000,7185.653809,9041100
2022-10-18,7500.000000,7525.000000,7425.000000,7525.000000,7209.606445,11744700
2022-10-19,7525.000000,7800.000000,7475.000000,7750.000000,7425.175781,19496700
2022-10-20,7775.000000,7825.000000,7725.000000,7800.000000,7473.080078,9599700
2022-10-21,7800.000000,7800.000000,7600.000000,7600.000000,7281.462891,6489700
2022-10-24,7600.000000,7700.000000,7500.000000,7575.000000,7257.510742,7260300
2022-10-25,7625.000000,7625.000000,7425.000000,7475.000000,7161.701660,10310300
2022-10-26,7475.000000,7550.000000,7425.000000,7475.000000,7161.701660,7381600
2022-10-27,7550.000000,7725.000000,7500.000000,7675.000000,7353.319336,9017400
2022-10-28,7675.000000,7750.000000,7550.000000,7750.000000,7425.175781,6005900
2022-10-31,7775.000000,7950.000000,7725.000000,7950.000000,7616.793457,13387900
2022-11-01,7950.000000,8100.000000,7800.000000,8025.000000,7688.649902,20339400
2022-11-02,8025.000000,8175.000000,7975.000000,8100.000000,7760.506348,10277400
2022-11-03,8075.000000,8075.000000,7975.000000,8025.000000,7688.649902,7619100
2022-11-04,8000.000000,8300.000000,8000.000000,8250.000000,7904.219238,19450400
2022-11-07,8275.000000,8275.000000,8150.000000,8250.000000,7904.219238,7643200
2022-11-08,8225.000000,8225.000000,7900.000000,7950.000000,7616.793457,14755000
2022-11-09,7925.000000,7950.000000,7725.000000,7875.000000,7544.936523,17783300
2022-11-10,7825.000000,8000.000000,7750.000000,7975.000000,7640.745605,14471100
2022-11-11,8075.000000,8150.000000,7950.000000,8125.000000,7784.458496,12733700
2022-11-14,8125.000000,8150.000000,7900.000000,8000.000000,7664.697754,4703600
2022-11-15,8000.000000,8025.000000,7825.000000,7950.000000,7616.793457,9014700
2022-11-16,7925.000000,7925.000000,7575.000000,7625.000000,7305.415039,18341200
2022-11-17,7625.000000,7725.000000,7525.000000,7625.000000,7305.415039,6644600
2022-11-18,7650.000000,7775.000000,7625.000000,7725.000000,7401.223633,6124400
2022-11-21,7725.000000,7750.000000,7650.000000,7675.000000,7353.319336,3831800
2022-11-22,7700.000000,7775.000000,7675.000000,7700.000000,7377.271484,3450800
2022-11-23,7700.000000,7775.000000,7650.000000,7650.000000,7329.367188,5130900
2022-11-24,7650.000000,7700.000000,7600.000000,7600.000000,7281.462891,4450900
2022-11-25,7550.000000,7750.000000,7550.000000,7700.000000,7377.271484,7814800
2022-11-28,7700.000000,7750.000000,7625.000000,7700.000000,7377.271484,6961000
2022-11-29,7700.000000,7700.000000,7550.000000,7600.000000,7281.462891,4202400
2022-11-30,7600.000000,7775.000000,7600.000000,7600.000000,7281.462891,24809700
2022-12-01,7700.000000,7725.000000,7575.000000,7700.000000,7377.271484,12680500
2022-12-02,7725.000000,7750.000000,7600.000000,7675.000000,7353.319336,4959700
2022-12-05,7628.774902,7678.636230,7628.774902,7678.636230,7356.803223,4965476
2022-12-06,7653.705566,7653.705566,7155.092773,7155.092773,6855.202637,12942508
2022-12-07,6980.578613,7155.092773,6830.994629,6980.578613,6688.002930,15743480
2022-12-08,6980.578613,7055.370605,6830.994629,6930.717285,6640.231445,11992974
2022-12-09,6930.717285,6955.647949,6731.271973,6930.717285,6640.231445,12786175
2022-12-12,6830.994629,6830.994629,6631.549805,6731.271973,6449.145508,19619534
2022-12-13,6725.000000,7100.000000,6725.000000,7000.000000,6706.610352,14420700
2022-12-14,7050.000000,7100.000000,6850.000000,7000.000000,6706.610352,8380800
2022-12-15,6975.000000,7225.000000,6875.000000,7225.000000,6922.180176,12044000
2022-12-16,7175.000000,7175.000000,6800.000000,7025.000000,6730.562500,31899800
2022-12-19,6950.000000,7100.000000,6825.000000,6950.000000,6658.706055,18396200
2022-12-20,6900.000000,6925.000000,6750.000000,6775.000000,6491.041016,11320700
2022-12-21,6775.000000,6775.000000,6650.000000,6725.000000,6443.136230,10073700
2022-12-22,6725.000000,6750.000000,6650.000000,6725.000000,6443.136230,14300200
2022-12-23,6725.000000,6800.000000,6675.000000,6750.000000,6467.088867,9382500
2022-12-26,6800.000000,6825.000000,6700.000000,6800.000000,6514.993164,4903900
2022-12-27,6800.000000,6925.000000,6625.000000,6675.000000,6395.231934,21447500
2022-12-28,6700.000000,6700.000000,6600.000000,6675.000000,6395.231934,9087800
2022-12-29,6675.000000,6700.000000,6600.000000,6675.000000,6395.231934,4995800
2022-12-30,6675.000000,6675.000000,6550.000000,6575.000000,6299.423340,9125300
2023-01-02,6600.000000,6650.000000,6600.000000,6625.000000,6347.327637,4453300
2023-01-03,6625.000000,6700.000000,6600.000000,6700.000000,6419.184082,15497600
2023-01-04,6700.000000,6875.000000,6675.000000,6775.000000,6491.041016,16057900
2023-01-05,6800.000000,6875.000000,6650.000000,6700.000000,6419.184082,14572400
2023-01-06,6700.000000,7150.000000,6700.000000,7075.000000,6778.466797,21832100
2023-01-09,7100.000000,7200.000000,7050.000000,7175.000000,6874.275879,12903000
2023-01-10,7175.000000,7175.000000,6950.000000,7050.000000,6754.514648,10089800
2023-01-11,7050.000000,7150.000000,6925.000000,7000.000000,6706.610352,10540000
2023-01-12,7075.000000,7425.000000,7050.000000,7400.000000,7089.845215,26049500
2023-01-13,7350.000000,7400.000000,7200.000000,7200.000000,6898.228027,10994600
2023-01-16,7225.000000,7475.000000,7225.000000,7400.000000,7089.845215,11370500
2023-01-17,7375.000000,7400.000000,7175.000000,7225.000000,6922.180176,12056600
2023-01-18,7200.000000,7200.000000,6950.000000,7000.000000,6706.610352,18150900
2023-01-19,7000.000000,7175.000000,6975.000000,7125.000000,6826.371582,9340200
2023-01-20,7150.000000,7150.000000,7025.000000,7050.000000,6754.514648,6741100
2023-01-24,7125.000000,7175.000000,7050.000000,7100.000000,6802.418945,5254900
2023-01-25,7150.000000,7150.000000,7025.000000,7050.000000,6754.514648,4561000
2023-01-26,7150.000000,7350.000000,7125.000000,7325.000000,7017.988770,14976000
2023-01-27,7325.000000,7375.000000,7275.000000,7275.000000,6970.084473,6949400
2023-01-30,7250.000000,7275.000000,7150.000000,7225.000000,6922.180176,5415300
2023-01-31,7225.000000,7400.000000,7225.000000,7400.000000,7089.845215,15697900
2023-02-01,7400.000000,7450.000000,7275.000000,7325.000000,7017.988770,8356200
2023-02-02,7350.000000,7475.000000,7325.000000,7325.000000,7017.988770,10742900
2023-02-03,7350.000000,7350.000000,7250.000000,7275.000000,6970.084473,4333000
2023-02-06,7250.000000,7450.000000,7175.000000,7250.000000,6946.132324,11896400
2023-02-07,7250.000000,7275.000000,7175.000000,7250.000000,6946.132324,4979200
2023-02-08,7250.000000,7250.000000,7175.000000,7225.000000,6922.180176,3261400
2023-02-09,7250.000000,7500.000000,7250.000000,7325.000000,7017.988770,14621400
2023-02-10,7475.000000,7775.000000,7450.000000,7750.000000,7425.175781,26338000
2023-02-13,7700.000000,7725.000000,7550.000000,7600.000000,7281.462891,9772100
2023-02-14,7675.000000,7700.000000,7575.000000,7650.000000,7329.367188,4417000
2023-02-15,7650.000000,7650.000000,7475.000000,7625.000000,7305.415039,7725900
2023-02-16,7625.000000,7625.000000,7450.000000,7525.000000,7209.606445,4655500
2023-02-17,7550.000000,7575.000000,7400.000000,7425.000000,7113.797363,6631600
2023-02-20,7450.000000,7575.000000,7425.000000,7525.000000,7209.606445,4652300
2023-02-21,7550.000000,7625.000000,7475.000000,7575.000000,7257.510742,3918700
2023-02-22,7500.000000,7525.000000,7325.000000,7425.000000,7113.797363,4897500
2023-02-23,7425.000000,7625.000000,7400.000000,7625.000000,7305.415039,4110400
2023-02-24,7600.000000,7600.000000,7400.000000,7400.000000,7089.845215,5740100
2023-02-27,7400.000000,7450.000000,7250.000000,7375.000000,7065.893066,9114700
2023-02-28,7400.000000,7425.000000,7200.000000,7225.000000,6922.180176,10922900
2023-03-01,7225.000000,7325.000000,7200.000000,7250.000000,6946.132324,5717600
2023-03-02,7250.000000,7250.000000,7150.000000,7150.000000,6850.323730,7080600
2023-03-03,7150.000000,7275.000000,7150.000000,7175.000000,6874.275879,8810300
2023-03-06,7250.000000,7300.000000,7100.000000,7125.000000,6826.371582,7318000
2023-03-07,7150.000000,7200.000000,6975.000000,7075.000000,6778.466797,5743300
2023-03-08,7000.000000,7075.000000,6850.000000,6900.000000,6610.801758,9216900
2023-03-09,6925.000000,7025.000000,6875.000000,6925.000000,6634.753906,8277200
2023-03-10,6900.000000,6950.000000,6750.000000,6775.000000,6491.041016,10718700
2023-03-13,6750.000000,6750.000000,6600.000000,6625.000000,6347.327637,12126100
2023-03-14,6600.000000,6725.000000,6550.000000,6575.000000,6299.423340,8648200
2023-03-15,6625.000000,6700.000000,6125.000000,6175.000000,5916.188477,32999900
2023-03-16,6100.000000,6100.000000,5850.000000,6000.000000,5748.523438,22284900
2023-03-17,6000.000000,6100.000000,5950.000000,6100.000000,5844.332031,20019900
2023-03-20,6100.000000,6150.000000,6000.000000,6075.000000,5820.379883,8541800
2023-03-21,6125.000000,6275.000000,6075.000000,6250.000000,5988.044922,10872500
2023-03-24,6275.000000,6375.000000,6200.000000,6300.000000,6035.949219,11793200
2023-03-27,6325.000000,6325.000000,6225.000000,6250.000000,5988.044922,4664600
2023-03-28,6325.000000,6475.000000,6300.000000,6375.000000,6107.806152,6044200
2023-03-29,6400.000000,6475.000000,6350.000000,6375.000000,6107.806152,6110800
2023-03-30,6375.000000,6450.000000,6350.000000,6375.000000,6107.806152,4799200
2023-03-31,6400.000000,6450.000000,6300.000000,6300.000000,6035.949219,7199600
2023-04-03,6300.000000,6375.000000,6250.000000,6350.000000,6083.853516,4342200
2023-04-04,6350.000000,6375.000000,6225.000000,6375.000000,6107.806152,7546300
2023-04-05,6375.000000,6375.000000,6000.000000,6025.000000,5772.475586,28052300
2023-04-06,6075.000000,6125.000000,6000.000000,6025.000000,5772.475586,14761400
2023-04-10,6025.000000,6100.000000,6025.000000,6050.000000,5796.427734,7172600
